Date,Occupancy,PricePerNight,Revenue,PropertyID,GuestID,ReviewSummary
2024-12-02,1,158,158,P005,G1152,"Super cozy, highly recommend!"
2024-12-03,1,108,108,P005,G1152,"Not perfect for the area, felt overpriced."
2024-12-04,1,153,153,P005,G1152,"Clean and well-maintained, fantastic experience!"
2024-12-05,1,86,86,P005,G1152,Would definitely stay here again!
2024-12-06,1,147,147,P005,G1153,Host was very responsive and helpful!
2024-12-07,0,169,0,P005,G0,
2024-12-08,1,164,164,P005,G1061,Great value for the price!
2024-12-09,1,160,160,P005,G1061,"Amazing stay, very clean and comfortable!"
2024-12-10,1,88,88,P005,G1061,"Super cozy, highly recommend!"
2024-12-11,1,155,155,P005,G1061,Would definitely stay here again!
2024-12-12,0,167,0,P005,G0,
2024-12-13,1,161,161,P005,G1134,"Great experience, would book again!"
2024-12-14,1,209,209,P005,G1134,"Great experience, would book again!"
2024-12-15,1,163,163,P005,G1134,Would definitely stay here again!
2024-12-16,1,104,104,P005,G1134,"Clean and well-maintained, fantastic experience!"
2024-12-17,1,80,80,P005,G1019,Host was very responsive and helpful!
2024-12-18,1,121,121,P005,G1019,"Amazing stay, very clean and comfortable!"
2024-12-19,1,108,108,P005,G1019,"Not as expected, had some issues."
2024-12-20,1,191,191,P005,G1079,Great value for the price!
2024-12-21,0,197,0,P005,G0,
2024-12-22,1,210,210,P005,G1154,"Loved the location, very convenient!"
2024-12-23,1,93,93,P005,G1154,"Amenities were lacking, expected more."
2024-12-24,1,105,105,P005,G1154,"A perfect stay, felt like home!"
2024-12-25,1,139,139,P005,G1154,Would definitely stay here again!
2024-12-26,1,90,90,P005,G1154,"A perfect stay, felt like home!"
2024-12-27,1,145,145,P005,G1154,"Not perfect for the area, felt overpriced."
2024-12-28,1,154,154,P005,G1154,"Amazing stay, very clean and comfortable!"
2024-12-29,1,149,149,P005,G1154,"Excellent amenities, everything as described!"
2024-12-30,1,79,79,P005,G1154,"Super cozy, highly recommend!"
2024-12-31,1,119,119,P005,G1154,Host was very responsive and helpful!
2025-01-01,1,114,114,P005,G1154,"Great experience, would book again!"
2025-01-02,1,168,168,P005,G1154,"A perfect stay, felt like home!"
2025-01-03,1,171,171,P005,G1154,Host was very responsive and helpful!
2025-01-04,0,184,0,P005,G0,
2025-01-05,1,146,146,P005,G1155,"Clean and well-maintained, fantastic experience!"
2025-01-06,1,98,98,P005,G1080,"Loved the location, very convenient!"
2025-01-07,1,112,112,P005,G1080,"Super cozy, highly recommend!"
2025-01-08,0,157,0,P005,G0,
2025-01-09,1,80,80,P005,G1045,"Great experience, would book again!"
2025-01-10,1,140,140,P005,G1045,Host was very responsive and helpful!
2025-01-11,1,206,206,P005,G1067,"Amazing stay, very clean and comfortable!"
2025-01-12,1,152,152,P005,G1067,"Amazing stay, very clean and comfortable!"
2025-01-13,1,107,107,P005,G1067,"Loved the location, very convenient!"
2025-01-14,0,108,0,P005,G0,
2025-01-15,1,113,113,P005,G1150,"Not perfect for the area, felt overpriced."
2025-01-16,1,110,110,P005,G1150,"Clean and well-maintained, fantastic experience!"
2025-01-17,0,153,0,P005,G0,
2025-01-18,1,193,193,P005,G1156,"Excellent amenities, everything as described!"
2025-01-19,0,150,0,P005,G0,
2025-01-20,1,102,102,P005,G1108,"A perfect stay, felt like home!"
2025-01-21,1,114,114,P005,G1108,"Great experience, would book again!"
2025-01-22,1,148,148,P005,G1108,"Clean and well-maintained, fantastic experience!"
2025-01-23,1,102,102,P005,G1108,"Not worth the price, expected better."
2025-01-24,1,130,130,P005,G1157,"A perfect stay, felt like home!"
2025-01-25,1,171,171,P005,G1157,"A perfect stay, felt like home!"
2025-01-26,1,183,183,P005,G1157,"Clean and well-maintained, fantastic experience!"
2025-01-27,1,101,101,P005,G1157,"Excellent amenities, everything as described!"
2025-01-28,1,110,110,P005,G1047,"Not worth the price, expected better."
2025-01-29,0,130,0,P005,G0,
2025-01-30,1,85,85,P005,G1158,"Clean and well-maintained, fantastic experience!"
2025-01-31,1,202,202,P005,G1159,"Clean and well-maintained, fantastic experience!"
2025-02-01,1,165,165,P005,G1160,Host was very responsive and helpful!
